customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No,LongTermContract,tenure_group,AvgMonthlySpend,isNewCustomer,MultipleServices,LowSpender,Contract_Month-to-month,HighRiskChurn
2393-BGOZQ,Female,Yes,No,Yes,24,0,Yes,No,Yes,No,No,1,0,No,-1.2044232690608117,-0.6836117537223363,No,False,True,True,False,False,0,False,True,13-24,-0.22633633747316825,0,1,1,0,0
2393-DIVAI,Female,No,No,No,3,1,No,No,No,No,No,0,0,Yes,-1.5790570396310966,-1.1935552437096923,No,False,False,False,False,True,0,True,False,0-12,-0.31070981694136224,1,1,1,1,0
2393-WHRZY,Female,Yes,Yes,No,61,1,Yes,Yes,Yes,No,Yes,1,0,No,-1.3328013875473743,-1.2058543841736147,No,False,True,False,False,True,0,False,True,49-72,-0.36060566410292816,0,2,1,0,0
2394-FKBHF,Female,No,No,No,18,1,No,No,No,No,No,0,1,Yes,1.0217007274924537,0.07633510344479288,No,True,False,False,False,False,0,False,True,13-24,0.07549805569506282,0,2,0,0,0
2395-HPQWA,Female,No,Yes,Yes,35,1,No,No,No,Yes,No,0,0,Yes,-0.4873349396780878,1.169644349045178,Yes,True,False,False,False,True,1,False,True,25-48,0.05293837291579591,0,2,0,0,0
2396-QMDPO,Female,No,Yes,Yes,60,1,No,No,Yes,No,No,0,0,Yes,0.2639649727313983,0.9992987970671616,Yes,True,False,False,False,True,1,False,True,49-72,-0.13716847899934068,0,2,0,0,0
2397-BRLOM,Male,Yes,Yes,Yes,8,1,No,No,No,No,No,1,0,Yes,0.4685570138023316,-0.9799375161114368,Yes,False,False,True,False,False,1,False,False,0-12,-0.18038156345178763,1,3,0,1,0
2398-MKMBY,Male,Yes,No,No,48,1,No,No,No,No,No,0,0,No,-0.7667859891541139,1.7366985948019267,No,False,True,False,False,True,0,False,True,25-48,0.01240106761712164,0,1,0,0,0
2398-RZFFP,Female,Yes,No,No,28,1,No,No,No,No,No,0,0,Yes,-0.8267409415871522,-0.9333449001062976,Yes,False,True,True,False,False,0,False,True,25-48,-0.2999203012385622,0,1,0,0,0
2398-YPMUR,Female,Yes,Yes,No,13,1,No,No,No,No,No,0,0,Yes,0.11966661263832327,-0.8434760142264374,Yes,False,False,False,True,False,1,False,False,13-24,-0.18638474792722515,0,2,0,1,1
2400-CAEEL,Male,No,No,No,28,0,Yes,No,Yes,No,No,1,0,No,1.771645725722662,-0.3115832259610892,Yes,True,False,False,True,False,0,True,True,25-48,-0.164933282126223,0,1,0,0,0
2400-FEQME,Male,No,Yes,Yes,55,1,No,No,No,No,No,0,0,No,-1.5621206123901252,-0.7365340871566448,No,False,True,False,False,True,0,True,True,49-72,-0.3085927753222061,0,1,1,0,0
2400-XIWIO,Female,No,Yes,No,71,1,Yes,Yes,Yes,Yes,Yes,1,1,No,0.795430059553077,1.3650262671806133,No,False,True,False,True,False,0,False,True,49-72,-0.14067259306867122,0,3,0,0,0
2401-UIUYY,Female,Yes,Yes,No,54,1,No,Yes,No,No,No,1,0,Yes,0.4272321313343617,0.41115914072812243,Yes,False,True,True,False,False,1,False,True,49-72,-0.17840695055693023,0,3,0,0,0
2402-TAIRZ,Female,No,No,No,37,1,No,No,Yes,Yes,No,0,0,No,0.4550078720095544,0.017279576796450966,No,True,False,False,True,False,1,False,True,25-48,-0.15881296236648404,0,2,0,0,0
2403-BCASL,Male,Yes,Yes,Yes,41,1,Yes,No,Yes,Yes,Yes,1,1,Yes,1.5355519299835223,0.6378866711777357,Yes,True,False,False,True,False,1,False,True,25-48,-0.08661100886252342,0,4,0,0,0
2403-RSJBI,Female,Yes,Yes,Yes,28,1,Yes,No,No,Yes,Yes,0,1,No,0.5901605613925055,0.2548118448240578,No,False,True,False,True,False,1,False,True,25-48,-0.041966580535424035,0,3,0,0,0
2404-JIBFC,Female,No,Yes,Yes,55,1,Yes,Yes,No,Yes,Yes,1,1,Yes,0.6260657871433642,0.6882664725787234,No,False,True,False,False,False,0,False,True,49-72,-0.15111565024924709,0,3,0,0,0
2405-LBMUW,Female,No,Yes,Yes,61,0,No,Yes,Yes,No,Yes,0,1,Yes,-0.5391604070354598,0.04579605926356836,No,True,False,False,False,False,0,False,True,49-72,-0.2358732543803397,0,1,0,0,0
2408-EOSHA,Male,Yes,No,No,15,1,Yes,No,No,Yes,Yes,0,0,No,1.3709298572012816,-0.6087769703003735,No,False,False,False,True,False,0,False,False,13-24,-0.11467206468782255,0,1,0,1,1
2408-PSJVE,Male,No,Yes,Yes,44,1,No,No,Yes,Yes,Yes,0,0,Yes,-0.15978443683770313,-0.021636312054941667,No,False,False,False,False,True,0,False,False,25-48,-0.19649836297097328,0,1,0,1,0
2408-RJBWR,Male,Yes,No,No,65,0,No,No,No,No,No,0,0,Yes,1.7787590251638696,0.7271414188852962,Yes,False,True,False,True,False,1,False,True,49-72,-0.17990796161495726,0,1,0,0,0
2408-TZMJL,Male,No,Yes,No,59,1,Yes,Yes,Yes,Yes,No,1,1,Yes,1.4745807919160259,1.4211789674012187,Yes,True,False,False,True,False,1,False,True,49-72,-0.08989216111673995,0,4,0,0,0
2408-WITXK,Female,Yes,No,No,10,0,No,No,No,No,No,0,1,Yes,-1.0811260787465407,-1.0837882810473207,Yes,False,False,False,True,False,0,False,False,0-12,-0.2798147357560715,1,1,1,1,1
2409-PBSIR,Female,No,Yes,Yes,59,0,No,No,No,No,Yes,0,0,No,1.5477461575970217,1.2799312820267634,Yes,False,True,False,False,True,0,False,True,49-72,-0.10444525792095097,0,0,0,0,0
2410-CIYFZ,Male,No,No,Yes,2,1,No,No,No,No,No,0,0,No,-1.5655078978383195,-1.2012524421358488,No,False,False,False,False,True,0,True,False,0-12,-0.30851132163682354,1,1,1,1,0
2410-MCBVG,Male,Yes,Yes,Yes,35,0,Yes,No,Yes,Yes,No,1,0,No,-0.9256496766744244,-0.10338629129699946,No,True,False,False,False,True,0,False,True,25-48,-0.16816578132749738,0,1,1,0,0
2410-ZHVEE,Male,No,No,Yes,35,0,No,No,No,No,No,0,0,Yes,1.2384869961768863,-0.059119211837635126,No,True,False,True,False,False,1,False,True,25-48,-0.16047732917676782,0,1,0,0,0
2413-NGRDO,Male,No,Yes,No,47,0,No,No,No,No,No,0,0,Yes,0.13490939715519704,-0.008289042443627624,No,False,True,False,False,False,1,False,True,25-48,-0.20532943241417534,0,1,0,0,0
2414-QTVCK,Male,No,No,Yes,58,0,Yes,No,No,Yes,No,0,0,No,-0.3227128668958467,0.9641045855399053,Yes,False,True,False,False,True,0,True,True,49-72,-0.13310787104528504,0,0,0,0,0
2415-JJNTH,Female,Yes,No,Yes,14,1,Yes,No,No,No,Yes,1,0,No,0.46550845689895665,-1.0921078061547411,No,True,False,False,False,True,1,False,True,13-24,-0.30687933886898,0,3,0,0,0
2415-PEINS,Female,No,No,No,32,1,No,No,Yes,No,No,0,1,Yes,-1.3114614892237504,-0.6248387306332523,Yes,False,True,False,False,False,0,False,True,25-48,-0.24906172714470623,0,2,1,0,0
2417-LAJSR,Female,Yes,No,Yes,57,1,No,Yes,No,Yes,Yes,0,1,Yes,-0.33321345178524897,1.6901632983595354,Yes,True,False,False,False,True,0,False,True,49-72,-0.05166157368226111,0,2,0,0,0
2417-MMQZS,Female,No,No,Yes,26,1,No,No,No,Yes,No,0,1,No,-0.17502722135457713,-1.1143477965009554,Yes,False,True,False,False,True,0,True,True,25-48,-0.33747210985606,0,2,0,0,0
2418-TPEUN,Female,No,Yes,Yes,56,1,No,No,No,No,No,0,0,Yes,-1.5858316105274852,-0.7603012344246443,No,False,True,True,False,False,0,True,True,49-72,-0.31212461681726145,0,1,1,0,0
2419-FSORS,Male,No,Yes,No,72,1,Yes,No,Yes,Yes,Yes,1,1,Yes,1.4153032965726264,1.9417429535148776,No,False,True,False,True,False,1,False,True,49-72,-0.09505332863278615,0,4,0,0,0
2423-OXDYJ,Female,Yes,No,No,66,0,No,No,No,No,Yes,0,1,Yes,0.5146240958977735,1.284611014899687,No,False,True,True,False,False,0,True,True,49-72,-0.13131976499851675,0,1,0,0,0
2424-WVHPL,Male,Yes,No,No,1,1,No,No,No,No,Yes,0,0,No,0.27378810053116187,-1.1882327128830945,No,False,False,False,True,False,1,False,False,0-12,-0.17597938771227503,1,2,0,1,1
2425-RBBLV,Male,No,No,Yes,17,1,No,No,Yes,No,No,0,1,No,0.046162518412507854,0.25601964989624715,No,False,False,True,False,False,0,True,False,13-24,0.1654793858989525,0,2,0,1,0
2426-NPMLY,Male,No,No,Yes,25,1,Yes,No,No,Yes,Yes,0,0,No,-0.5462737064766676,1.672975618044107,No,True,False,False,True,False,0,False,True,25-48,0.3412610173969741,0,1,0,0,0
2427-CWFDH,Male,No,Yes,Yes,12,0,No,No,No,No,No,0,0,No,1.2859089924516056,1.1661806097534075,Yes,True,False,False,False,True,0,True,True,0-12,0.8462856700112497,0,0,0,0,0
2427-KRTKU,Female,Yes,Yes,No,5,0,No,No,Yes,No,No,1,1,No,-0.3521822502951369,1.909607150085674,Yes,True,False,False,False,True,0,True,True,0-12,3.4415873920661118,1,2,0,0,0
2428-HYUNX,Male,Yes,Yes,No,44,1,No,No,No,No,No,0,0,Yes,-1.6010743950443591,-0.8719310828763248,No,False,True,True,False,False,0,True,True,25-48,-0.31397267811160595,0,1,1,0,0
2428-ZMCTB,Male,No,No,No,10,1,No,No,No,No,No,0,0,No,-1.5875252532515822,-1.1335539442760088,No,False,False,True,False,False,0,True,False,0-12,-0.31006686076739337,1,1,1,1,0
2429-AYKKO,Male,No,No,No,72,1,No,No,No,No,No,0,0,No,-1.5841379678033878,-0.6316597586002614,No,False,True,False,False,False,0,True,True,49-72,-0.31232412088353134,0,1,1,0,0
2430-RRYUW,Male,No,No,No,66,1,No,Yes,Yes,No,No,0,0,Yes,-0.4002817036594954,0.20012898196248985,No,True,False,False,False,True,0,False,True,49-72,-0.23120574060244473,0,1,0,0,0
2430-USGXP,Male,No,Yes,No,24,1,Yes,No,No,Yes,No,1,1,Yes,1.1663378161303481,-0.23955300685929506,Yes,False,False,False,True,False,1,False,False,13-24,-0.11386152509818695,0,4,0,1,1
2432-TFSMK,Male,No,No,No,18,1,Yes,No,No,Yes,No,1,0,Yes,0.7784936323121058,-0.5502250369533174,No,True,False,True,False,False,1,False,True,13-24,-0.13610227791171187,0,3,0,0,0
2433-KMEAS,Male,No,No,No,22,1,Yes,Yes,No,No,No,0,0,Yes,-0.41213720272817506,-0.7572510148355557,Yes,False,False,False,True,False,0,False,False,13-24,-0.23436018540904263,0,1,0,1,1
2433-MFKJG,Male,Yes,No,Yes,24,1,No,Yes,No,No,Yes,0,0,Yes,-0.43652565795517395,1.6619579792330499,No,True,False,False,False,True,1,False,True,13-24,0.3677686486131883,0,2,0,0,0
2434-EEVDB,Female,No,Yes,No,64,1,Yes,Yes,No,Yes,No,1,0,Yes,0.9478579047218186,1.216732369842639,No,False,True,True,False,False,1,False,True,49-72,-0.13056153394746278,0,3,0,0,0
2434-PABDX,Female,Yes,Yes,Yes,13,0,No,Yes,No,No,Yes,0,1,No,1.544020143604008,-0.3147890272204938,Yes,True,False,True,False,False,1,False,True,13-24,0.06083397501597487,0,2,0,0,0
2436-DDUKT,Male,No,Yes,Yes,36,1,No,Yes,Yes,Yes,No,1,0,Yes,0.7561375483540238,0.5270633908590091,No,True,False,True,False,False,1,False,True,25-48,-0.06709026587093836,0,3,0,0,0
2436-QBZFP,Female,No,Yes,Yes,22,0,No,No,Yes,No,No,1,0,No,-0.9286982335777992,-0.8708461054385952,No,False,False,False,True,False,0,False,False,13-24,-0.2657481368109769,0,1,1,1,1
2439-LYPMQ,Male,Yes,Yes,No,38,1,Yes,No,Yes,Yes,No,1,1,Yes,1.2188407405773591,0.4226517130590912,No,False,False,False,True,False,1,False,False,25-48,-0.09930932008090541,0,4,0,1,1
2439-QKJUL,Male,No,No,No,5,1,No,No,No,No,No,0,0,No,-1.570588826010611,-1.1738618796512807,No,False,False,False,False,True,0,True,False,0-12,-0.3072420017062786,1,1,1,1,0
2440-IYPEJ,Female,Yes,Yes,Yes,61,1,No,No,Yes,No,No,1,0,No,0.9221145353155425,0.07956137597660731,Yes,False,True,True,False,False,0,False,True,49-72,-0.23250839373514381,0,2,0,0,0
2444-LHLYZ,Male,No,Yes,Yes,72,0,No,No,No,No,No,0,1,Yes,0.5220761238838008,-0.17470411011892586,Yes,True,False,False,False,False,0,False,True,49-72,-0.27374363936713875,0,1,0,0,0
2445-FLDBW,Female,Yes,No,Yes,66,0,No,No,No,No,No,1,0,No,1.5775542695411309,1.5434989143053965,No,False,False,False,False,False,1,False,False,49-72,-0.1074749528035614,0,2,0,1,0
2445-WYKJN,Female,Yes,No,No,69,0,Yes,No,No,Yes,No,1,0,Yes,-0.948344489177326,1.300828356902882,Yes,False,False,False,False,False,0,False,False,49-72,-0.1399161292138703,0,1,1,1,0
2446-BEGGB,Female,Yes,No,No,6,1,Yes,No,Yes,No,No,1,1,Yes,1.071493823580909,-0.9892928876028028,Yes,False,False,False,True,False,1,False,False,0-12,-0.12935469483866235,1,4,0,1,1
2446-PLQVO,Male,No,No,No,1,1,No,No,No,No,No,0,0,Yes,0.12474754081061437,-1.1900341848551736,Yes,False,False,False,True,False,1,False,False,0-12,-0.18693038319148658,1,2,0,1,1
2446-ZKVAF,Male,No,Yes,No,18,1,Yes,No,Yes,No,No,0,0,No,-0.33253599469561024,-0.778827735955686,No,False,False,True,False,False,0,False,False,13-24,-0.2133054133387037,0,1,0,1,0
2448-GUDVZ,Male,Yes,Yes,No,59,1,Yes,No,Yes,No,No,0,0,Yes,-1.1952775983506874,-0.44472838171567014,No,True,False,False,False,False,0,True,True,49-72,-0.28214118953372375,0,1,1,0,0
2450-ZKEED,Female,No,No,No,11,1,No,No,No,Yes,Yes,0,0,No,-0.43415455814143794,-0.9520556430890293,No,True,False,False,False,False,0,False,True,0-12,-0.21447756706739574,1,1,0,0,0
2451-YMUXS,Male,Yes,No,No,67,1,Yes,Yes,Yes,No,Yes,0,0,Yes,-0.07002137246055537,0.5212823035304277,No,False,True,False,False,False,0,False,True,49-72,-0.20401809662580575,0,1,0,0,0
2452-KDRRH,Male,Yes,No,No,67,1,Yes,No,No,Yes,No,1,1,Yes,1.1781933151990285,1.5820831685437473,No,False,False,True,False,False,1,False,False,49-72,-0.10777155070700287,0,4,0,1,0
2452-MRMZF,Female,Yes,Yes,No,72,1,Yes,No,No,No,No,0,0,Yes,-1.3859817690840237,-0.42559593052129263,No,False,True,True,False,False,0,True,True,49-72,-0.2949262798965138,0,1,1,0,0
2452-SNHFZ,Female,No,No,No,47,1,No,Yes,No,No,No,0,0,No,0.29919274139261876,0.2326373625495555,No,False,False,True,False,False,1,False,False,25-48,-0.17416834300536485,0,2,0,1,0
2453-ASHKC,Female,No,Yes,Yes,4,1,Yes,No,Yes,Yes,No,1,1,Yes,-0.7813513165813493,0.030913444221504997,Yes,True,False,False,False,True,0,False,True,0-12,1.5373536322625456,1,3,0,0,0
2453-SAFNS,Female,Yes,No,No,54,1,Yes,No,Yes,No,Yes,1,0,No,0.1857186788781109,0.3722309691132837,No,True,False,False,False,True,0,False,True,49-72,-0.18278919235054736,0,2,0,0,0
2454-RPBRZ,Female,Yes,Yes,No,12,1,Yes,No,Yes,Yes,No,1,0,Yes,1.0664128954086176,-0.7847439336821734,Yes,False,False,False,True,False,1,False,False,0-12,-0.1420064131006302,0,3,0,1,1
2455-USLMV,Female,No,No,No,31,1,Yes,Yes,No,Yes,No,0,0,Yes,0.6142102880746845,-0.1488243275382153,No,False,False,True,False,False,1,False,False,25-48,-0.1520782780776616,0,2,0,1,0
2458-BJDDT,Male,Yes,Yes,Yes,13,0,No,No,No,No,No,0,0,Yes,0.6101455455368513,1.8782287837356402,No,False,False,True,False,False,1,False,False,13-24,1.0863085487076714,0,1,0,1,0
2458-EOMRE,Female,No,No,No,11,1,No,Yes,No,Yes,No,0,1,No,-0.08695779970152666,-0.9183189861573641,No,False,False,False,False,False,0,False,False,0-12,-0.19583372352427525,1,2,0,1,0
2458-NTIAG,Female,Yes,Yes,No,58,0,Yes,No,No,No,Yes,0,0,No,1.0670903524982567,-0.6923079502421003,No,False,False,True,False,False,1,False,False,49-72,-0.3067146203017351,0,1,0,1,0
2459-FDBDK,Female,No,No,No,34,0,Yes,Yes,No,Yes,Yes,1,1,No,1.693060703324555,0.7811487297573345,Yes,False,True,False,False,False,0,True,True,25-48,-0.004320337520391283,0,2,0,0,0
2460-FPSYH,Female,Yes,No,No,40,0,No,Yes,Yes,No,No,1,1,Yes,-0.3664088491775528,-0.3551952247033339,Yes,False,False,False,True,False,0,False,False,25-48,-0.23065036599528188,0,2,0,1,1
2460-NGXBJ,Male,Yes,Yes,Yes,11,1,Yes,No,No,No,No,0,0,Yes,0.29072452777213315,-0.9013892438743019,No,False,False,True,False,False,1,False,False,0-12,-0.18647786271713898,1,2,0,1,0
2461-RSEIB,Male,No,No,No,61,1,No,No,No,No,No,0,0,Yes,1.101640664069838,1.6846565260812476,No,False,True,False,False,False,0,True,True,49-72,-0.07255368197328961,0,1,0,0,0
2462-XIIJB,Male,No,No,No,5,1,Yes,No,No,Yes,No,1,0,Yes,0.8767249103097394,-1.0334698934635633,Yes,False,False,False,True,False,1,False,False,0-12,-0.1365558039871136,1,3,0,1,1
2463-JPMEU,Female,Yes,Yes,No,24,0,Yes,No,No,No,No,1,0,No,0.9322763916601252,0.8186930433572578,Yes,False,True,True,False,False,1,False,True,13-24,0.1541796446468207,0,2,0,0,0
2463-RTAHP,Female,Yes,Yes,Yes,24,1,Yes,No,No,No,No,1,0,Yes,0.4302806882377362,-0.17510125280367977,No,False,True,True,False,False,0,True,True,13-24,-0.09753666043590029,0,2,0,0,0
2464-WNPDT,Female,No,No,No,47,1,No,No,No,No,No,1,1,No,-0.992040471459032,1.2815689838195627,Yes,False,True,False,False,True,0,True,True,25-48,-0.03850097173882346,0,3,1,0,0
2465-BLLEU,Male,No,No,No,1,1,No,No,No,No,No,0,0,Yes,-1.5875252532515822,-1.2107306412616745,No,False,False,False,False,True,0,True,False,0-12,-0.31274238807197347,1,1,1,1,0
2466-FCCPT,Female,No,Yes,Yes,20,1,No,No,No,No,No,0,0,No,-1.5892188959756792,-1.0568480865557728,No,True,False,False,False,False,0,True,True,13-24,-0.3126677221937061,0,1,1,0,0
2466-JQRRL,Male,No,No,Yes,44,1,No,No,No,No,No,0,0,Yes,-0.2112711756502557,-0.7354368269554692,No,False,False,False,False,True,1,False,False,25-48,-0.29511501864435624,0,2,0,1,0
2466-NEJOJ,Male,No,Yes,Yes,8,1,No,No,No,No,No,0,0,No,-1.5909125386997764,-1.1493168240317018,No,False,False,True,False,False,0,True,False,0-12,-0.3090868711151344,1,1,1,1,0
2466-QRYRV,Male,Yes,Yes,No,29,0,No,No,No,No,No,0,0,No,0.04785616113660488,1.7085833492740452,Yes,False,True,False,True,False,0,True,True,25-48,0.251737659228603,0,0,0,0,0
2466-VGUUD,Male,No,No,No,56,0,No,No,No,Yes,No,0,0,Yes,-0.9286982335777992,-0.07581148736074171,Yes,False,True,False,False,False,0,True,True,49-72,-0.23782184582696034,0,0,1,0,0
2467-BLSKJ,Female,No,No,Yes,63,0,No,No,No,No,Yes,0,0,No,-1.2416834089909485,-0.7258521772131116,Yes,True,False,False,False,True,1,False,True,49-72,-0.3143309145085503,0,1,1,0,0
2468-SJFLM,Male,No,No,No,1,1,No,No,No,No,Yes,0,0,Yes,0.26023895873838465,-1.1883964830623743,No,False,False,False,False,True,1,False,False,0-12,-0.17697493275583973,1,2,0,1,0
2469-DTSGX,Female,Yes,No,No,72,1,Yes,No,Yes,Yes,Yes,1,1,No,1.5253900736389396,2.0334337826392272,No,False,True,False,True,False,1,False,True,49-72,-0.08731192889298368,0,4,0,0,0
2469-SRECZ,Male,No,Yes,Yes,69,1,No,No,No,No,No,0,1,No,-0.15741333702396715,-0.7291193922897461,Yes,True,False,False,True,False,0,False,True,49-72,-0.31875497514848783,0,2,0,0,0
2469-YFLDQ,Female,Yes,Yes,Yes,15,0,No,No,No,Yes,Yes,1,1,No,1.037282240554147,0.6188811418723001,Yes,False,False,False,False,False,0,True,False,13-24,0.38284991159188875,0,2,0,1,0
2472-EGLCV,Female,Yes,Yes,Yes,54,1,No,No,No,Yes,No,1,0,No,-1.078077521843166,-0.9455334956992061,No,False,False,False,True,False,1,False,False,49-72,-0.33113323914989845,0,3,1,1,1
2472-OVKUP,Male,No,Yes,No,6,1,No,No,Yes,Yes,No,0,1,Yes,0.8259156285868255,-1.0014118808695174,Yes,False,False,False,True,False,1,False,False,0-12,-0.14163308370929345,1,3,0,1,1
2472-XEPCL,Female,Yes,No,Yes,39,1,No,No,No,No,No,0,1,Yes,0.7429271351060661,-1.060622989188175,Yes,False,False,False,False,True,0,True,False,25-48,-0.3372398160125616,0,2,0,1,0
2474-BRUCM,Male,Yes,Yes,No,40,1,Yes,Yes,No,No,No,1,1,No,1.1934360997159021,0.45421841511529737,Yes,False,False,False,True,False,1,False,False,25-48,-0.1076414426280818,0,4,0,1,1
2474-JZVOU,Male,No,No,Yes,30,0,Yes,No,No,Yes,No,0,0,No,-0.8999063072681482,1.3850881141424045,Yes,False,False,False,False,False,0,True,False,25-48,0.16573315228260616,0,0,1,1,0
2474-LCNUE,Female,No,Yes,No,23,1,Yes,No,No,No,Yes,1,1,Yes,0.23822160332512224,-0.5462331388333692,No,False,False,True,False,False,0,False,False,13-24,-0.18413311804190535,0,3,0,1,0
2475-MROZF,Male,No,No,No,30,1,Yes,Yes,Yes,Yes,Yes,0,0,Yes,0.9614070465145959,-0.0509716454184587,No,False,False,True,False,False,1,False,False,25-48,-0.12525636774265442,0,2,0,1,0
2476-TZZGD,Female,No,No,No,63,0,Yes,No,No,Yes,No,0,1,Yes,0.09866544285951873,-1.043091391496259,Yes,False,True,False,False,True,0,True,True,49-72,-0.34494155425282247,0,1,0,0,0
2476-YGEFM,Female,No,No,No,29,1,Yes,No,No,No,No,0,0,Yes,0.3178228113576871,-0.31183706973897307,No,False,False,True,False,False,1,False,False,25-48,-0.17177835927412924,0,2,0,1,0
2478-EEWWM,Male,No,Yes,No,59,0,No,No,No,No,No,1,1,Yes,-0.7559466757198923,-0.12698147987675504,No,False,False,False,True,False,0,False,False,49-72,-0.24940294388077125,0,2,0,1,1
2479-BRAMR,Male,Yes,Yes,No,41,1,Yes,Yes,No,Yes,No,0,0,Yes,0.5803374335927419,0.12145788209089489,Yes,False,False,False,False,False,1,False,False,25-48,-0.16317995646620104,0,2,0,1,0
2480-EJWYP,Female,Yes,Yes,No,58,1,Yes,No,Yes,No,No,1,1,Yes,1.056251039064035,1.0161548427695482,No,True,False,False,False,False,1,False,True,49-72,-0.12765254167509632,0,4,0,0,0
2480-JZOSN,Female,No,Yes,No,1,1,No,No,No,No,No,0,0,Yes,-1.557039684217834,-1.2103621583582946,No,False,False,False,False,True,0,True,False,0-12,-0.31050241172395293,1,1,1,1,0
2480-SQIOB,Male,No,Yes,Yes,4,1,No,No,No,No,No,0,0,No,-0.739010248478921,-1.1493577665765218,No,False,False,False,True,False,0,False,False,0-12,-0.25633853919751187,1,1,0,1,1
2481-PLUKX,Male,No,No,Yes,59,1,Yes,No,No,No,No,0,1,No,0.7198935940583455,0.8554062232973355,No,False,True,False,False,False,0,True,True,49-72,-0.14818511998753356,0,2,0,0,0
2481-SBOYW,Female,No,No,Yes,61,1,Yes,No,No,No,No,0,0,Yes,-1.4096927672213837,-0.605354173553423,No,False,True,True,False,False,0,True,True,49-72,-0.30076320672809675,0,1,1,0,0
2482-CZGBB,Male,No,No,No,10,1,No,No,No,No,No,0,0,Yes,0.11458568446603169,-0.9158419621957553,Yes,False,False,False,True,False,1,False,False,0-12,-0.17772159153851325,1,2,0,1,1
2483-XSSMZ,Female,No,No,No,39,1,No,Yes,No,No,No,0,0,Yes,-0.6356980423089961,-0.4464766283794834,No,True,False,False,True,False,0,False,True,25-48,-0.2415130547146195,0,1,0,0,0
2484-DGXPZ,Female,No,Yes,Yes,31,1,No,No,No,No,No,0,0,Yes,-1.5942998241479707,-0.9490258947723504,Yes,False,False,False,False,True,0,True,False,25-48,-0.3089930369804839,0,1,1,1,0
2485-ITVKB,Female,No,Yes,No,2,0,No,No,No,No,No,0,1,Yes,-1.0675769369537638,-1.1906687942998835,Yes,False,False,False,True,False,0,False,False,0-12,-0.27634277241663974,1,1,1,1,1
2486-WYVVE,Male,No,Yes,No,31,1,Yes,No,No,Yes,Yes,1,1,Yes,0.42960323114809745,-0.20180398053527188,No,True,False,False,False,True,0,False,True,25-48,-0.16246727232260277,0,3,0,0,0
2487-BHUJA,Male,Yes,Yes,Yes,70,0,No,No,No,Yes,No,0,1,No,0.8188023291456178,0.7509740742250076,No,True,False,False,False,True,1,False,True,49-72,-0.1908375419356767,0,2,0,0,0
2487-CECXQ,Female,No,No,No,6,0,No,Yes,No,Yes,No,0,0,Yes,1.0637030670500622,-0.19602289320669047,No,False,False,True,False,False,0,False,False,0-12,0.6743488188311065,1,0,0,1,0
2489-SRPLE,Female,No,Yes,No,38,0,Yes,No,Yes,No,No,0,1,Yes,-0.11134625492852526,-0.32350978926715,No,False,False,False,True,False,0,True,False,25-48,-0.21867386087662208,0,1,0,1,1
2490-AQJDZ,Female,Yes,No,Yes,2,0,No,Yes,Yes,No,No,0,0,Yes,1.626331179995128,0.5055439893016265,Yes,False,False,True,False,False,1,False,False,0-12,4.879224123126565,1,1,0,1,0
2490-EBMUF,Female,Yes,Yes,No,47,1,No,No,No,No,Yes,0,0,Yes,1.112818706048879,0.6464068147547741,Yes,False,True,True,False,False,0,False,True,25-48,-0.12065197191616774,0,1,0,0,0
2493-HTQAE,Male,Yes,No,No,45,1,No,Yes,No,No,No,0,1,No,0.372019378528795,-1.1227000756442316,No,True,False,False,False,True,0,False,True,25-48,-0.3489133049075772,0,2,0,0,0
2493-RXAGR,Male,No,Yes,No,32,1,No,No,Yes,No,Yes,0,1,Yes,-0.3504886075710396,-0.03356287536100243,No,False,True,False,False,True,0,True,True,25-48,-0.1367393576045208,0,2,0,0,0
2495-INZWQ,Male,No,No,No,4,0,No,No,No,No,No,1,1,Yes,-0.7474784620994067,-1.1474539382423925,Yes,False,False,False,True,False,0,False,False,0-12,-0.253445236414652,1,2,0,1,1
2495-KZNFB,Female,No,No,No,33,1,Yes,Yes,No,No,No,0,1,Yes,0.8140601295181459,0.005201526074556321,No,False,False,False,True,False,1,False,False,25-48,-0.13642155624639046,0,3,0,1,1
2495-TTHBQ,Female,No,No,Yes,4,1,No,No,No,No,No,0,0,Yes,-1.5655078978383195,-1.1841179871286864,No,True,False,False,False,True,0,True,True,0-12,-0.3091646480716629,1,1,1,0,0
2497-SCGIH,Male,No,Yes,Yes,62,1,No,Yes,No,Yes,No,0,0,Yes,1.4092061827658764,-0.49781448532925865,Yes,True,False,False,False,False,1,False,True,49-72,-0.2912052964863731,0,2,0,0,0
2498-IDPBJ,Female,Yes,Yes,Yes,41,0,No,Yes,Yes,No,No,0,0,No,1.4915172191569972,1.4870309564896775,Yes,False,False,False,True,False,0,False,False,25-48,0.03928840972910575,0,0,0,1,1
2498-XLDZR,Female,No,Yes,Yes,32,1,No,Yes,Yes,Yes,Yes,0,1,No,0.23652796060102474,-0.27023944420187157,No,False,True,False,False,True,0,False,True,25-48,-0.18169988286494557,0,2,0,0,0
