customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No,MultipleLines_No phone service,MultipleLines_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,PaperlessBilling_Yes,Churn_Yes,tenure_group,AvgMonthlySpend,LongTermContract,isNewCustomer,MultipleServices,LowSpender
9822-WMWVG,No,41,106.5,4282.4,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,25-48,104.44878048780487,0,0,1,0
2391-SOORI,No,4,49.35,219.65,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,0-12,54.9125,0,0,0,1
9040-KZVWO,No,26,75.5,2018.1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,25-48,77.61923076923077,1,0,1,1
2645-QTLMB,No,7,94.25,669.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0-12,95.57142857142857,0,0,1,0
4806-HIPDW,No,1,68.95,68.95,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,0-12,68.95,0,0,1,1
1548-ARAGG,No,4,58.5,224.85,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False,0-12,56.2125,0,0,0,1
6339-RZCBJ,No,48,78.9,3771.5,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,25-48,78.57291666666667,1,0,0,0
4424-TKOPW,Yes,2,93.85,196.75,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0-12,98.375,0,0,1,0
4415-WNGVR,Yes,12,79.2,943.85,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,0-12,78.65416666666667,1,0,0,0
2522-AHJXR,No,60,109.45,6572.85,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,49-72,109.5475,0,0,1,0
0412-UCCNP,No,55,59.2,3175.85,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,49-72,57.74272727272727,1,0,0,1
1816-FLZDK,No,1,29.15,29.15,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0-12,29.15,0,0,0,1
7096-UCLNH,No,1,20.05,20.05,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0-12,20.05,0,0,0,1
8443-ZRDBZ,No,4,76.05,318.9,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,0-12,79.725,0,0,1,0
9136-ALYBR,No,1,24.45,24.45,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0-12,24.45,0,0,0,1
4615-PIVVU,No,42,66.5,2762.75,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,25-48,65.7797619047619,1,0,0,1
8885-QSQBX,No,1,49.55,49.55,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0-12,49.55,0,0,0,1
7479-NITWS,No,7,89.35,631.85,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,0-12,90.26428571428572,0,0,1,0
8617-ENBDS,No,3,73.6,232.5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0-12,77.5,0,0,1,1
9385-NXKDA,No,72,82.65,5919.35,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,49-72,82.21319444444445,1,0,0,0
0430-IHCDJ,No,15,49.0,749.25,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,13-24,49.95,0,0,0,1
2959-MJHIC,No,4,80.35,307.4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,0-12,76.85,0,0,1,1
6674-KVJHG,No,11,25.2,245.15,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0-12,22.286363636363635,1,0,0,1
1814-DKOLC,No,5,25.45,134.75,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0-12,26.95,0,0,0,1
4201-JMNGR,Yes,1,55.8,55.8,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0-12,55.8,0,0,0,1
9351-HXDMR,No,72,110.9,8240.85,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,49-72,114.45625000000001,1,0,1,0
3537-HPKQT,No,55,77.75,4266.4,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,49-72,77.57090909090908,0,0,1,1
2129-ALKBS,No,40,26.2,1077.5,False,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,25-48,26.9375,0,0,0,1
5821-MMEIL,No,57,19.9,1115.6,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,49-72,19.5719298245614,1,0,0,1
5960-WPXQM,No,1,79.05,79.05,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,0-12,79.05,0,0,1,0
0684-AOSIH,No,1,95.0,95.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,0-12,95.0,0,0,1,0
8260-NGFNY,No,1,25.2,25.2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0-12,25.2,0,0,0,1
1309-XGFSN,Yes,52,80.85,4079.55,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,False,49-72,78.45288461538462,1,0,0,0
1866-RZZQS,Yes,41,98.4,4187.75,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,True,25-48,102.14024390243902,0,0,1,0
6968-URWQU,No,43,56.35,2391.15,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,25-48,55.608139534883726,1,0,0,1
4742-TXUEX,No,47,19.3,890.5,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,25-48,18.9468085106383,1,0,0,1
9631-XEYKE,No,3,50.4,137.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0-12,45.75,0,0,0,1
8631-NBHFZ,Yes,66,79.4,5154.6,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,True,49-72,78.10000000000001,1,0,0,1
1335-MXCSE,No,55,55.25,3119.9,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,False,49-72,56.72545454545455,1,0,0,1
8873-TMKGR,No,29,19.1,529.5,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,25-48,18.25862068965517,1,0,0,1
8800-JOOCF,No,12,84.05,966.55,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0-12,80.54583333333333,0,0,1,0
1469-LBJQJ,No,66,105.2,6936.85,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,49-72,105.10378787878788,0,0,1,0
4958-XCBDQ,Yes,35,101.4,3496.3,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,True,25-48,99.89428571428572,0,0,1,0
8337-UPOAQ,Yes,10,89.8,914.3,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,0-12,91.42999999999999,0,0,1,0
0064-YIJGF,No,27,75.75,1929.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,25-48,71.44444444444444,0,0,1,1
2386-OWURY,No,58,95.3,5817.7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,49-72,100.3051724137931,0,0,1,0
1725-IQNIY,No,54,109.75,6110.2,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,49-72,113.15185185185184,1,0,1,0
0310-VQXAM,No,9,19.85,178.8,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0-12,19.866666666666667,0,0,0,1
6598-RFFVI,No,2,19.3,28.3,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,0-12,14.15,1,0,0,1
3453-RTHJQ,No,6,69.1,435.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0-12,72.5,0,0,1,1
6712-OAWRH,Yes,26,91.25,2351.8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,25-48,90.45384615384616,0,0,1,0
6278-FEPBZ,No,9,20.25,186.15,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0-12,20.683333333333334,0,0,0,1
4280-DLSHD,No,8,54.75,445.85,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,0-12,55.73125,0,0,0,1
1508-DFXCU,No,12,81.45,912.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0-12,76.0,0,0,1,1
8614-VGMMV,No,15,49.1,679.55,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,13-24,45.30333333333333,0,0,0,1
7868-BGSZA,No,43,80.2,3581.6,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,True,False,25-48,83.29302325581395,1,0,0,0
2800-QQUSO,No,42,100.3,4222.95,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,25-48,100.54642857142856,0,0,1,0
2930-UOTMB,No,31,65.25,1994.3,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,25-48,64.33225806451613,0,0,0,1
7973-DZRKH,No,66,90.95,5930.05,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,49-72,89.84924242424243,1,0,1,0
5914-DVBWJ,Yes,18,85.45,1505.85,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,13-24,83.65833333333333,0,0,1,0
7698-YFGEZ,No,1,20.0,20.0,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0-12,20.0,0,0,0,1
2533-QVMSK,No,61,94.1,5638.3,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,True,True,49-72,92.43114754098362,1,0,1,0
9773-PEQBZ,No,10,79.85,797.25,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0-12,79.725,0,0,1,0
8644-XLFBW,Yes,1,71.65,71.65,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,0-12,71.65,0,0,1,1
0650-BWOZN,Yes,18,73.55,1359.45,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,13-24,75.525,0,0,1,1
8625-AZYZY,No,24,104.65,2542.45,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True,13-24,105.93541666666665,0,0,1,0
7785-RDVIG,No,3,19.3,54.7,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0-12,18.233333333333334,0,0,0,1
9602-WCXPI,No,50,20.15,989.05,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,49-72,19.781,1,0,0,1
2903-YYTBW,No,1,44.55,44.55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,0-12,44.55,0,0,0,1
3620-MWJNE,No,2,54.45,87.3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0-12,43.65,0,0,0,1
8573-JGCZW,No,17,19.65,351.55,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,13-24,20.679411764705883,1,0,0,1
6837-HAEVO,No,69,105.0,7297.75,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,False,49-72,105.76449275362319,1,0,1,0
6701-YVNQG,No,72,88.7,6301.7,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,49-72,87.52361111111111,1,0,0,0
9306-CPCBC,No,3,74.25,210.3,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0-12,70.10000000000001,0,0,1,1
4304-XUMGI,Yes,50,75.15,3822.45,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,49-72,76.449,1,0,0,1
9504-YAZWB,No,53,20.25,1048.45,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,49-72,19.782075471698114,1,0,0,1
8819-ZBYNA,No,58,109.1,6393.65,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,49-72,110.2353448275862,1,0,1,0
6174-NRBTZ,No,46,30.75,1489.3,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,25-48,32.37608695652174,1,0,0,1
9481-IEBZY,Yes,72,112.9,8061.5,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,49-72,111.96527777777777,0,0,1,0
1833-VGRUM,Yes,1,74.2,74.2,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0-12,74.2,0,0,1,1
6137-NICCO,No,6,94.05,518.75,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,False,0-12,86.45833333333333,0,0,1,0
9065-ZCPQX,No,72,78.85,5763.15,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,False,49-72,80.04374999999999,1,0,0,0
6402-EJMWF,No,4,55.3,238.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,0-12,59.625,0,0,0,1
3620-EHIMZ,No,52,19.35,1031.7,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,49-72,19.840384615384615,1,0,0,1
6870-ECSHE,No,2,20.45,34.8,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0-12,17.4,1,0,0,1
8747-UDCOI,No,65,19.35,1319.95,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,49-72,20.306923076923077,1,0,0,1
8374-XGEJJ,Yes,43,101.0,4388.4,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,25-48,102.05581395348837,0,0,1,0
2656-TABEH,No,4,100.2,420.2,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,0-12,105.05,0,0,1,0
6946-LMSQS,Yes,25,89.05,2177.45,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,25-48,87.098,1,0,1,0
4626-OZDTJ,No,51,78.65,3950.85,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,49-72,77.46764705882353,1,0,0,1
9169-BSVIN,No,12,74.75,827.05,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,0-12,68.92083333333333,0,0,0,1
2325-ZUSFD,No,57,70.1,3913.3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,49-72,68.65438596491228,1,0,0,1
8194-PEEBY,No,24,19.9,533.5,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,13-24,22.229166666666668,1,0,0,1
6872-HXFNF,No,64,58.35,3756.45,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,49-72,58.69453125,1,0,0,1
3932-CMDTD,No,4,105.65,443.9,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,0-12,110.975,1,0,1,0
7714-YXSMB,No,26,100.5,2599.95,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,25-48,99.99807692307692,0,0,1,0
8387-UGUSU,No,15,20.05,284.3,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,13-24,18.953333333333333,0,0,0,1
1080-BWSYE,Yes,64,25.65,1740.8,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,49-72,27.2,1,0,0,1
4039-HEUNW,Yes,36,96.5,3436.1,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,25-48,95.44722222222222,0,0,1,0
1194-HVAIF,No,27,95.0,2462.55,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,25-48,91.20555555555556,0,0,1,0
0812-WUPTB,Yes,1,70.85,70.85,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,0-12,70.85,0,0,1,1
3594-UVONA,No,35,85.95,3110.1,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,25-48,88.86,1,0,0,0
0004-TLHLJ,No,4,73.9,280.85,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,0-12,70.2125,0,0,1,1
1767-TGTKO,No,8,45.45,411.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,0-12,51.46875,0,0,0,1
8439-LTUGF,No,10,20.0,198.6,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,0-12,19.86,0,0,0,1
8805-JNRAZ,No,2,49.2,103.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0-12,51.85,0,0,0,1
5089-IFSDP,No,58,109.45,6144.55,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,49-72,105.94051724137931,1,0,1,0
6418-HNFED,No,51,83.25,4089.45,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,49-72,80.18529411764706,1,0,0,0
0206-OYVOC,No,46,19.25,864.2,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,25-48,18.786956521739132,1,0,0,1
7291-CDTMJ,No,1,19.65,19.65,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,0-12,19.65,0,0,0,1
7128-GGCNO,No,46,72.8,3249.4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,25-48,70.63913043478261,0,0,1,1
0237-YFUTL,No,50,109.65,5405.8,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,49-72,108.116,0,0,1,0
7691-KGKGP,No,53,65.0,3363.8,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,False,49-72,63.46792452830189,0,0,0,1
6710-HSJRD,No,61,114.1,7132.15,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,49-72,116.92049180327868,0,0,1,0
3675-EQOZA,No,5,20.65,93.55,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0-12,18.71,0,0,0,1
0840-DCNZE,No,47,86.95,4138.9,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,25-48,88.06170212765957,1,0,0,0
1732-FEKLD,No,54,94.75,5121.75,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,49-72,94.84722222222223,1,0,1,0
9862-KJTYK,No,19,25.35,566.1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,13-24,29.794736842105266,0,0,0,1
0479-HMSWA,No,26,105.45,2715.3,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,25-48,104.4346153846154,1,0,1,0
5854-KSRBJ,No,70,25.4,1782.05,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,False,49-72,25.457857142857144,1,0,0,1
0365-BZUWY,No,17,102.55,1742.5,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,False,13-24,102.5,0,0,1,0
4817-VYYWS,No,30,100.2,2983.8,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,25-48,99.46000000000001,0,0,1,0
5701-SVCWR,No,1,24.0,24.0,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0-12,24.0,0,0,0,1
3129-AAQOU,No,19,25.6,485.9,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,13-24,25.573684210526313,1,0,0,1
4922-CVPDX,No,26,73.5,1905.7,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,25-48,73.29615384615384,1,0,0,1
1396-QWFBJ,No,21,74.05,1565.7,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,13-24,74.55714285714286,0,0,1,1
1357-BIJKI,No,50,98.25,4858.7,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,True,False,49-72,97.17399999999999,1,0,1,0
1099-BTKWT,No,68,54.4,3723.65,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,49-72,54.75955882352941,1,0,0,1
5299-SJCZT,No,3,101.55,298.35,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,True,True,0-12,99.45,0,0,1,0
2018-PZKMU,No,9,103.1,970.45,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,False,False,0-12,107.82777777777778,0,0,1,0
7340-KEFQE,No,51,34.2,1782.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,49-72,34.94117647058823,1,0,0,1
4570-QHXHL,No,9,43.75,405.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0-12,45.077777777777776,0,0,0,1
2403-BCASL,Yes,41,111.95,4534.9,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,25-48,110.60731707317072,1,0,1,0
7392-YYPYJ,No,22,100.65,2415.95,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False,13-24,109.81590909090909,0,0,1,0
2898-LSJGD,No,21,55.95,1157.05,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,13-24,55.09761904761905,1,0,0,1
2223-GDSHL,No,71,116.05,8297.5,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,49-72,116.86619718309859,1,0,1,0
7359-PTSXY,No,1,45.75,45.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0-12,45.75,0,0,0,1
9470-RTWDV,No,26,82.0,2083.1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,False,25-48,80.11923076923077,1,0,0,0
2176-OSJUV,No,71,65.15,4681.75,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,49-72,65.94014084507042,1,0,0,1
9348-YVOMK,No,4,44.8,176.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0-12,44.05,0,0,0,1
8104-OSKWT,No,12,79.8,1001.2,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0-12,83.43333333333334,0,0,1,0
4521-YEEHE,No,18,88.85,1594.75,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,13-24,88.59722222222223,0,0,1,0
4090-KPJIP,No,3,74.95,212.4,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0-12,70.8,0,0,1,1
3786-WOVKF,Yes,72,106.85,7677.4,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,49-72,106.63055555555555,1,0,1,0
